feedback_id,launch_id,cluster_id,source_channel,customer_segment,feedback_text,category,subcategory,severity,status,confidence_score,confidence_level,human_review_needed,likely_owner,recommended_route,created_at,ingested_at
FB-2655,3,16,In-product feedback,Enterprise admins,"Pilot users misread the consent language after team memory controls are enabled, making user education harder.",Policy / Safety,Consent language clarity,Sev 3,Routed,71,Low,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-07-05T20:16:05Z,2026-07-05T20:28:05Z
FB-2656,3,16,Security review,Pilot users,"Enterprise admins flagged ambiguity in the consent prompt references team context, raising support questions during pilot onboarding.",Policy / Safety,Consent language clarity,Sev 4,Routed,84,Medium,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-06-21T07:23:17Z,2026-06-21T07:53:17Z
FB-2657,3,16,In-product feedback,Enterprise admins,"Support teams asked for clearer wording before workspace memory settings appear beside personal controls, making user education harder.",Policy / Safety,Consent language clarity,Sev 3,New,91,High,Review recommended,Policy / Safety,Intake -> Policy / Safety triage,2026-06-22T06:47:54Z,2026-06-22T06:52:54Z
FB-2658,3,16,Security review,Pilot users,"Enterprise admins flagged ambiguity in team memory controls are enabled, creating policy review friction.",Policy / Safety,Consent language clarity,Sev 3,New,91,High,Review recommended,Policy / Safety,Intake -> Policy / Safety triage,2026-06-27T11:09:49Z,2026-06-27T11:21:49Z
FB-2659,3,16,In-product feedback,Support teams,"Support teams misread the consent language after an admin changes memory settings, raising support questions during pilot onboarding.",Policy / Safety,Consent language clarity,Sev 3,New,92,High,Review recommended,Policy / Safety,Intake -> Policy / Safety triage,2026-07-06T05:14:59Z,2026-07-06T05:44:59Z
FB-2660,3,16,Admin interview,Support teams,"The consent copy sounded acceptable, but reviewers disagreed on whether it covered team-wide behavior.",Policy / Safety,Consent language clarity,Sev 2,Needs review,73,Low,Review recommended,Product Ops,Intake -> Product Ops review before final routing,2026-06-24T14:23:11Z,2026-06-24T14:23:11Z
FB-2661,3,16,Admin interview,Support teams,"Support teams misread the consent language after workspace memory settings appear beside personal controls, creating policy review friction.",Policy / Safety,Consent language clarity,Sev 2,Routed,82,Medium,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-06-22T18:42:39Z,2026-06-22T18:54:39Z
FB-2662,3,16,In-product feedback,Support teams,"Pilot users asked for clearer wording before the consent prompt references team context, raising support questions during pilot onboarding.",Policy / Safety,Consent language clarity,Sev 2,Routed,70,Low,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-06-19T17:29:38Z,2026-06-19T19:29:38Z
FB-2663,3,16,Documentation review,Pilot users,"Support teams flagged ambiguity in team memory controls are enabled, making user education harder.",Policy / Safety,Consent language clarity,Sev 3,Resolved,84,Medium,Review recommended,Policy / Safety,Resolved by Policy / Safety,2026-07-04T05:56:28Z,2026-07-04T06:41:28Z
FB-2664,3,16,Documentation review,Support teams,"Support teams are unsure what they agree to when the consent prompt references team context, making user education harder.",Policy / Safety,Consent language clarity,Sev 4,Resolved,97,High,Review recommended,Policy / Safety,Resolved by Policy / Safety,2026-07-04T21:43:05Z,2026-07-04T23:43:05Z
FB-2665,3,16,Documentation review,Privacy reviewers,"Pilot users misread the consent language after an admin changes memory settings, raising support questions during pilot onboarding.",Policy / Safety,Consent language clarity,Sev 2,In progress,95,High,Review recommended,Policy / Safety,Support -> Policy / Safety active workstream,2026-06-25T17:48:41Z,2026-06-25T18:33:41Z
FB-2666,3,16,Admin interview,Pilot users,"Privacy reviewers misread the consent language after an admin changes memory settings, slowing consent approval.",Policy / Safety,Consent language clarity,Sev 4,Routed,95,High,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-06-19T23:09:34Z,2026-06-20T01:09:34Z
FB-2667,3,16,Support ticket,Enterprise admins,"The consent copy sounded acceptable, but reviewers disagreed on whether it covered team-wide behavior.",Policy / Safety,Consent language clarity,Sev 3,Routed,76,Medium,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-07-05T19:12:17Z,2026-07-05T19:30:17Z
FB-2668,3,16,In-product feedback,Privacy reviewers,"Privacy reviewers flagged ambiguity in workspace memory settings appear beside personal controls, creating policy review friction.",Policy / Safety,Consent language clarity,Sev 3,Needs review,73,Low,Review recommended,Product Ops,Intake -> Product Ops review before final routing,2026-06-23T04:51:49Z,2026-06-23T05:36:49Z
FB-2669,3,16,Security review,Support teams,"The consent copy sounded acceptable, but reviewers disagreed on whether it covered team-wide behavior.",Policy / Safety,Consent language clarity,Sev 2,Routed,71,Low,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-07-02T00:08:26Z,2026-07-02T00:26:26Z
FB-2670,3,16,Admin interview,Pilot users,"Privacy reviewers asked for clearer wording before team memory controls are enabled, making user education harder.",Policy / Safety,Consent language clarity,Sev 3,Routed,83,Medium,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-06-19T12:17:43Z,2026-06-19T12:29:43Z
FB-2671,3,16,Support ticket,Pilot users,"Pilot users asked for clearer wording before an admin changes memory settings, raising support questions during pilot onboarding.",Policy / Safety,Consent language clarity,Sev 4,Routed,98,High,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-06-24T15:15:39Z,2026-06-24T15:45:39Z
FB-2672,3,16,Admin interview,Privacy reviewers,"Enterprise admins asked for clearer wording before team memory controls are enabled, raising support questions during pilot onboarding.",Policy / Safety,Consent language clarity,Sev 3,Routed,92,High,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-06-19T15:57:52Z,2026-06-19T16:15:52Z
FB-2673,3,16,In-product feedback,Pilot users,"Support teams misread the consent language after workspace memory settings appear beside personal controls, creating policy review friction.",Policy / Safety,Consent language clarity,Sev 2,In progress,71,Low,Review recommended,Policy / Safety,Support -> Policy / Safety active workstream,2026-06-23T05:33:05Z,2026-06-23T06:18:05Z
FB-2674,3,16,Documentation review,Enterprise admins,"Support teams asked for clearer wording before an admin changes memory settings, slowing consent approval.",Policy / Safety,Consent language clarity,Sev 2,Resolved,94,High,Review recommended,Policy / Safety,Resolved by Policy / Safety,2026-06-19T07:34:50Z,2026-06-19T07:39:50Z
FB-2675,3,16,In-product feedback,Enterprise admins,"Enterprise admins are unsure what they agree to when workspace memory settings appear beside personal controls, raising support questions during pilot onboarding.",Policy / Safety,Consent language clarity,Sev 2,Routed,85,High,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-07-01T15:53:58Z,2026-07-01T17:23:58Z
FB-2676,3,16,Admin interview,Pilot users,"The consent copy sounded acceptable, but reviewers disagreed on whether it covered team-wide behavior.",Policy / Safety,Consent language clarity,Sev 3,In progress,77,Medium,Review recommended,Policy / Safety,Support -> Policy / Safety active workstream,2026-06-22T20:10:51Z,2026-06-23T00:10:51Z
FB-2677,3,17,Launch office hours,Support teams,"Customer success teams do not yet have coverage for admin propagation timing questions, slowing ticket handling.",Support Readiness,Support response coverage,Sev 2,Routed,90,High,No,Product Ops,Support -> Product Ops,2026-06-23T15:24:44Z,2026-06-23T21:24:44Z
FB-2678,3,17,Internal triage,Enterprise admins,"Partner success teams need macros for admin propagation timing questions, making launch support readiness harder to confirm.",Support Readiness,Support response coverage,Sev 4,In progress,90,High,No,Product Ops,Support -> Product Ops active workstream,2026-06-28T05:07:25Z,2026-06-28T05:37:25Z
FB-2679,3,17,Partner office hours,Partner success teams,"Customer success teams asked for approved language about workspace boundary explanations, making launch support readiness harder to confirm.",Support Readiness,Support response coverage,Sev 3,Routed,86,High,No,Product Ops,Support -> Product Ops,2026-07-08T23:28:43Z,2026-07-09T05:28:43Z
FB-2680,3,17,Launch office hours,Enterprise admins,"Support teams asked for approved language about workspace boundary explanations, making launch support readiness harder to confirm.",Support Readiness,Support response coverage,Sev 3,Routed,97,High,No,Product Ops,Support -> Product Ops,2026-06-19T06:48:45Z,2026-06-19T08:18:45Z
FB-2681,3,17,Support ticket,Partner success teams,"Partner success teams do not yet have coverage for consent prompt interpretation, pushing more questions to product ops.",Support Readiness,Support response coverage,Sev 3,Resolved,80,Medium,No,Product Ops,Resolved by Product Ops,2026-06-21T08:19:21Z,2026-06-21T10:19:21Z
FB-2682,3,17,Launch office hours,Enterprise admins,"Support teams do not yet have coverage for admin propagation timing questions, making launch support readiness harder to confirm.",Support Readiness,Support response coverage,Sev 3,Routed,87,High,No,Product Ops,Support -> Product Ops,2026-06-19T00:21:31Z,2026-06-19T00:33:31Z
FB-2683,3,17,Launch office hours,Support teams,"Support leads need macros for common team memory control questions, slowing ticket handling.",Support Readiness,Support response coverage,Sev 3,Needs review,73,Low,Review recommended,Product Ops,Triage -> Product Ops review,2026-06-22T13:26:55Z,2026-06-22T14:26:55Z
FB-2684,3,17,Customer success note,Support teams,"Customer success teams reported missing responses for workspace boundary explanations, pushing more questions to product ops.",Support Readiness,Support response coverage,Sev 3,Routed,98,High,No,Product Ops,Support -> Product Ops,2026-07-09T14:43:02Z,2026-07-09T14:55:02Z
FB-2685,3,17,Launch office hours,Partner success teams,"Customer success teams do not yet have coverage for workspace boundary explanations, pushing more questions to product ops.",Support Readiness,Support response coverage,Sev 3,In progress,98,High,No,Product Ops,Support -> Product Ops active workstream,2026-07-08T10:33:16Z,2026-07-08T16:33:16Z
FB-2686,3,17,Support ticket,Partner success teams,"Partner success teams reported missing responses for admin propagation timing questions, slowing ticket handling.",Support Readiness,Support response coverage,Sev 3,In progress,95,High,No,Product Ops,Support -> Product Ops active workstream,2026-07-05T12:27:57Z,2026-07-05T12:32:57Z
FB-2687,3,17,Internal triage,Partner success teams,"Support teams do not yet have coverage for consent prompt interpretation, making launch support readiness harder to confirm.",Support Readiness,Support response coverage,Sev 4,In progress,86,High,No,Product Ops,Support -> Product Ops active workstream,2026-06-22T04:29:27Z,2026-06-22T05:14:27Z
FB-2688,3,17,Support ticket,Partner success teams,"Customer success teams asked for approved language about common team memory control questions, slowing ticket handling.",Support Readiness,Support response coverage,Sev 4,Needs review,68,Low,Review recommended,Product Ops,Triage -> Product Ops review,2026-07-02T22:22:15Z,2026-07-03T02:22:15Z
FB-2689,3,17,Partner office hours,Customer success teams,"Support leads reported missing responses for workspace boundary explanations, making launch support readiness harder to confirm.",Support Readiness,Support response coverage,Sev 3,Needs review,76,Medium,Review recommended,Product Ops,Triage -> Product Ops review,2026-07-08T06:05:09Z,2026-07-08T06:05:09Z
FB-2690,3,17,Support ticket,Partner success teams,"Customer success teams do not yet have coverage for workspace boundary explanations, making launch support readiness harder to confirm.",Support Readiness,Support response coverage,Sev 4,Needs review,73,Low,Review recommended,Product Ops,Triage -> Product Ops review,2026-07-04T08:59:25Z,2026-07-04T09:17:25Z
FB-2691,3,17,Internal triage,Partner success teams,"Customer success teams do not yet have coverage for consent prompt interpretation, slowing ticket handling.",Support Readiness,Support response coverage,Sev 4,Needs review,73,Low,Review recommended,Product Ops,Triage -> Product Ops review,2026-06-21T01:14:49Z,2026-06-21T05:14:49Z
FB-2692,3,17,Support ticket,Enterprise admins,"Partner success teams asked for approved language about workspace boundary explanations, pushing more questions to product ops.",Support Readiness,Support response coverage,Sev 4,Routed,89,High,No,Product Ops,Support -> Product Ops,2026-06-22T17:11:08Z,2026-06-22T17:11:08Z
FB-2693,3,17,Customer success note,Support teams,"Partner success teams do not yet have coverage for consent prompt interpretation, pushing more questions to product ops.",Support Readiness,Support response coverage,Sev 3,Routed,79,Medium,Review recommended,Product Ops,Support -> Product Ops,2026-07-09T00:55:08Z,2026-07-09T02:55:08Z
FB-2694,3,17,Launch office hours,Customer success teams,Support had a macro for memory controls but not for the specific pilot question raised by admins.,Support Readiness,Support response coverage,Sev 3,Resolved,74,Low,Review recommended,Product Ops,Resolved by Product Ops,2026-06-18T22:42:38Z,2026-06-18T22:42:38Z
